0000387300手本 てほん 字帖，画帖；模范，榜样    0005523 名 ②
0001030100デモ demonstration 游行，示威    0011702 名 ①
0001484500照らす てらす 照亮，照射；对比，参照    0016624 他動1 ②⓪
0002096900照り返す てりかえす (光和热)反射    0022823 自他動1 ③④⓪
0002474800照る てる 发光，照射；放晴，天气晴朗    0026164 自動1 ①
0003112700テロ terrorism 恐怖主义    0032130 名 ①
0003407600~展 ～てん …展，展览会    0035058 接尾
0003776700転送 てんそう 传递，转送    0038822 名他動3 ⓪
0004140200展開 てんかい 开展，逐步发展；展现，扩展开来    0042488 名自他動3 ⓪
0004753900転回 てんかい 转向，改变方向，翻转    0048825 名自他動3 ⓪
0005276600転換 てんかん 转变，转换    0053971 名自他動3 ⓪
0005644700伝記 でんき 传记，个人生平事迹的记录    0057681 名 ⓪
0006157200転勤 てんきん 调动工作，转职    0062771 名自動3 ⓪
0006571300典型 てんけい 典型；样板，模范    0066961 名 ⓪
0007048300典型的 てんけいてき 典型的，在某一事物中具有突出代表性的    0072146 ナ形 ⓪
0007764900電源 でんげん 电源    0079214 名 ⓪③
0008079100転校 てんこう (中小学生)转校    0082442 名自動3 ⓪
0008424300天国 てんごく 天国，天堂    0085999 名 ①
0008888800伝言 でんごん 传话，口信，带口信    0089975 名他動3 ⓪
0009391000天才 てんさい 天才，天生具备出色才能的人    0095032 名 ⓪
0009921300伝説 でんせつ 传说，谣传    0100632 名 ⓪
0010312300点々 てんてん 星星点点的样子，断断续续，散落装    0104699 副 ⓪③
0010943200転々 てんてん 滚动的样子；辗转反复，转来转去    0111151 副 ③⓪
0011592500天皇 てんのう 天皇，日本国及国民的象征    0117842 名 ③
0012191700電波 でんぱ 电波，用于无线通讯的电磁波    0123267 名 ①
0012754400テンポ tempo 速度，拍子    0128548 名 ①
0013058900電力 でんりょく 电力，电功率，电流在单位时间内所做的功    0132093 名 ①⓪
0013770100と と 于是，那么，表示前后事项承继发生    0138673 接 ①
0014436600度 ど 尺度，程度，限度；温度；次数，回数    0144977 名 ⓪
0015159900問い とい 问题，质疑    0153030 名 ⓪
0015638800問い合わせる といあわせる 询问，打听    0157729 他動2 ⑤⓪
0016023800というと というと 此话怎讲？你说的是…?    0162036 接 ①
0016537100というのは というのは (之所以…)是因为…,要说原因，是因为…    0166840 接 ①
0017110500といっても といっても 虽说…但是…    0173013 他動1 ①⓪
0017541600問う とう 问，询问；调查，追究    0176399 他動1 ①⓪
0018089800党 とう 同伙，党派，政治方面的集团，政党    0181929 名 ①
0018721600~党 ～とう …党，政治方面的集团、伙伴    0188534 接尾
0019284700塔 とう …塔，高耸的建筑物    0194088 名 ①
0019704000~棟 ～とう …建筑物；计算建筑物数的量词    0198151 接尾
0020252500当～ とう～ 这个，那个…    0203281 接頭
0020574500~頭 ～とう …头，计算大型四条腿动物的量词    0206895 接尾
0021172500~等 ～とう …等，表示不同的档次、等级；…等等，表示未完全列举    0212777 接尾
0022067700～島 ～とう …岛，四周环水的陆地    0221740 接尾
0022515200～道 ～どう …道，应该走的路；(日本)地方行政区划，道    0226269 接尾
0023195000同意 どうい 意见、看法等相同；同意，表示赞成    0233193 名自動3 ⓪
0023888500統一 とういつ 统一，一致；集中，把零散的事物归为一个整体    0240072 名他動3 ⓪
0024673000同一 どういつ 同一，相同的    0247788 名ナ形 ⓪
0025055800同格 どうかく 相同的资格，相等；(语法)同位，同格语    0251628 名 ⓪
0025669400唐辛子 とうがらし 辣椒    0258348 名 ③
0025976400同感 どうかん 同感，赞同，与他人感觉相同    0261336 名自動3 ⓪
0026632200同期 どうき 同期，同一时期；同年级，同年入学、毕业、参加工作等的人    0267546 名 ①
0027621200動機 どうき 动机，引起…的直接原因；意图，意欲    0277166 名 ⓪
0028298500同級 どうきゅう 同级，年级或等级相同    0284530 名 ⓪
0028867600同級生 どうきゅうせい 同级生，相同年级的学生    0290288 名 ③
0029387300同居 どうきょ 共住一室，共通居住    0295173 名自動3 ⓪
0029872800峠 とうげ 山口，岭；全盛期，关键，关口，危机    0299845 名 ③
0030685600登下校 とうげこう 上下学，上学和放学    0308808 名自動3 ⓪
0031277900東西 とうざい 东西，东洋与西洋；方向，事理    0314543 名 ①
0031979000当時 とうじ 当时，那个时候    0321068 名 ①
0032401200動詞 どうし 动词。词类之一，在日语中为存在词尾变化的独立词    0325045 名 ⓪
0033294800投書 とうしょ 投稿，向报纸、杂志等媒体或官方机构发表、陈述意见，投诉问题    0333818 名自他動3 ⓪
0034271100同情 どうじょう 同情，对他人的痛楚、艰辛感同身受    0344931 名自動3 ⓪
0035017900当選 とうせん 当选，通过选举或其他方式被选出    0351822 名自動3 ⓪
0035685900灯台 とうだい 灯塔，夜间(船舶等)航行时指示位置与航道的灯光标识；灯台，烛台    0358446 名 ⓪
0036674100道徳 どうとく 道德，人们理应遵从的规范、准则等    0368660 名 ⓪
0037380900どうにか どうにか 凑合，将就，勉强；想办法，设法    0375420 副 ①
0038085100どうにも どうにも (后接否定)无论如何也…;的确，实在    0382147 副 ⓪
0038608000どうにもこうにも どうにもこうにも [どうにも]的强调说法，加强语气    0388619 副 ⑤
0039258800導入 どうにゅう 导入，为引入正题而做准备；引进    0394373 名他動3 ⓪
0039945900当番 とうばん 值班，当班的人    0400780 名 ①
0040339300投票 とうひょう 投票    0405047 名自動3 ⓪
0040658300等分 とうぶん 等分，平均的分配数量    0407846 名他動3 ⓪
0041168400動脈 どうみゃく (输送血液的)动脉；交通干线，起重要作用的交通要道    0413203 名 ⓪①
0041893500銅メダル どうメダル 铜牌，在比赛中颁发给第三名的奖牌    0420403 名 ③
0042579500灯油 とうゆ 灯油，照明用油；煤油    0427156 名 ⓪
0043126600東洋 とうよう 东洋，东方，亚洲    0432553 名 ①
0043650800同様 どうよう 同样，同一形态，同等    0438047 ナ形 ⓪
0044210000童謡 どうよう 童谣，儿歌    0442982 名自動3 ⓪
0044582000童話 どうわ 通话，为孩子们创作的故事    0446836 名 ⓪
0045105900~通す ～とおす (接动词连用形后)做完，持续…到最后    0452326 接尾
0045605800とかく とかく 动不动，总是…;总之，反正    0457270 副 ⓪
0046196100溶かす とかす 溶解，使…融化，熔化    0463248 他動1 ②
0046762600退かす どカス 挪开，搬开    0468781 他動1 ⓪
0047177000どきどき どきどき (因担心、恐惧或兴奋等)心怦怦跳，忐忑，七上八下    0473089 副自動3 ①
0047732800梳く とく (用梳子)梳，梳理    0478365 他動1 ①
0048071700独学 どくがく 独学，自学    0481863 名自他動3 ⓪
0048440800特技 とくぎ 特技，特殊技能    0485471 名 ①
0048815600特産 とくさん 特产，只有…地方出产的东西    0489511 名 ⓪
0049384400独自 どくじ 独自，一个人，单独；独特的，与其他不同的    0494877 名ナ形 ⓪①
0050108700読者 どくしゃ 读者，阅读报纸、杂志、书籍等的人    0502149 名 ①
0050716400特殊 とくしゅ 特殊，与普通不一样    0508388 名ナ形 ⓪①
0051149000読書 どくしょ 读书，阅读    0512722 名自動3 ①
0051536500特定 とくてい 特定，特别指定，特别规定    0516457 名他動3 ⓪
0052054900特売 とくばい 甩卖，廉价销售；将物品出售给特定人群    0521610 名他動3 ⓪
